ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
2029-01-03,60,67513,646,Employed,Bachelor,36,32649,12,Single,2,Mortgage,701,0.3833018125026939,2,0,0.1245982255269355,0,Home,0,86,60,2144,1991,42882,26367,5626.083333333333,0.6636712877393746,16,16515,0.14232649,0.1461967704348089,2940,0.6471642498481774,66.88722903402004,0
2029-01-04,18,24586,629,Employed,Associate,0,17440,36,Married,1,Other,317,0.440991272454332,2,1,0.1547221996258033,0,Auto,1,58,48,815,442,40366,32292,2048.833333333333,0.9464940419939702,49,8074,0.15,0.15,604,0.4495241194175546,54.59932841846591,0
2029-01-05,58,28901,578,Employed,Associate,35,21728,48,Married,3,Mortgage,1225,0.200220343204956,2,1,0.5086329192761496,0,Home,0,68,51,877,540,28223,22578,2408.4166666666665,0.8377332978484734,29,5645,0.15,0.1354139872402264,588,0.7527767205287015,78.68597033027852,0
2029-01-06,46,114428,566,Employed,Doctorate,21,58188,48,Married,3,Other,315,0.4076662688795531,1,1,0.0330338728283287,0,Home,0,97,85,5085,234,12044,9635,9535.666666666666,0.9649313320294636,0,2409,0.15,0.15,1619,0.2028174922221834,68.57705774782684,0
2029-01-07,26,62574,548,Employed,High School,3,44470,60,Single,0,Mortgage,728,0.2356670078475844,11,0,0.1396107009300987,0,Debt Consolidation,0,83,31,529,1125,358974,15188,5214.5,0.872482358302175,1,343786,0.15,0.1434101965469644,1042,0.3394381052833445,64.3860178340203,0
2029-01-08,28,50333,631,Employed,Bachelor,5,18409,24,Single,0,Rent,836,0.3084812441641772,3,1,0.1993125782289948,0,Home,1,84,1,2534,1126,31047,7634,4194.416666666667,0.746876442219355,34,23413,0.14968409,0.15,892,0.4119762382532334,64.8168635626042,0
2029-01-09,63,20655,572,Employed,High School,42,8607,48,Married,2,Rent,302,0.0647835647120364,2,1,0.1754538852578068,0,Other,0,70,89,4912,722,21280,11452,1721.25,0.7515339488284123,12,9828,0.15,0.15,239,0.3143064633260711,50.14465023709787,0
2029-01-10,29,25889,611,Employed,High School,11,29218,72,Married,4,Rent,634,0.374572515065783,4,0,0.2938699833906292,0,Other,0,74,55,1276,844,13388,7754,2157.4166666666665,0.6156808366307482,15,5634,0.15,0.15,617,0.5798601722739388,63.168541204664216,0
2029-01-11,27,41939,575,Employed,Bachelor,2,9211,96,Married,2,Mortgage,515,0.2298574476400168,7,3,0.1473568754619805,0,Auto,0,76,91,246,881,144413,1916,3494.9166666666665,0.7290925557020422,15,142497,0.15,0.1396702833719464,159,0.1928515224492715,52.026468484255055,0
2029-01-12,56,21508,574,Employed,Associate,34,43868,48,Married,1,Rent,713,0.516151066929324,3,0,0.3978054677329366,0,Education,0,77,88,4483,2551,56353,6174,1792.3333333333333,0.6996796643771442,27,50179,0.15,0.15,1220,1.0784824251441325,95.54571167453072,0
2029-01-13,46,51667,655,Employed,Doctorate,21,17212,72,Single,0,Rent,174,0.1054761809349306,2,0,0.0404126424990806,0,Other,0,93,15,492,998,89646,4763,4305.583333333333,0.9481048470221172,9,84883,0.13767212,0.1392592229689578,353,0.1223992103276753,42.81001954496392,1
2029-01-14,29,20504,604,Employed,Bachelor,8,32514,12,Married,1,Mortgage,1025,0.1882044129182665,6,1,0.5998829496683573,0,Other,0,68,1,1529,828,40916,6862,1708.6666666666667,0.6471335499670907,52,34054,0.15,0.1490874325157982,2933,2.0,99.68181808599336,0
2029-01-15,44,28570,536,Employed,Bachelor,17,10373,108,Married,2,Other,337,0.1530267649192342,3,0,0.1415470773538676,0,Home,0,93,57,1005,4852,146029,15162,2380.833333333333,0.6980552305033532,5,130867,0.15,0.15,175,0.2150507525376268,70.98169088195948,0
2029-01-16,28,31568,524,Employed,High School,6,29231,60,Married,0,Mortgage,945,0.254878144876491,3,1,0.3592245311708059,0,Home,0,98,33,1848,943,24877,7156,2630.6666666666665,0.6988923686677335,6,17721,0.15,0.1487674971306635,693,0.6226558540293969,97.06307362185848,0
2029-01-17,56,78896,618,Employed,Doctorate,35,12118,96,Married,1,Mortgage,744,0.2869518827334709,1,2,0.1131616305009125,0,Auto,0,68,22,10529,313,10842,8673,6574.666666666667,0.7334281909325399,10,2169,0.15,0.15,217,0.1461671060636787,38.18055183314167,0
2029-01-18,55,22837,540,Employed,High School,33,15881,72,Married,1,Mortgage,1141,0.0231279825196084,1,3,0.5995533563953234,0,Home,0,93,71,500,2289,116199,92959,1903.0833333333333,0.7255459005878487,10,23240,0.15,0.15,335,0.7755834829443448,96.8977440976414,0
2029-01-19,48,51753,574,Unemployed,Bachelor,25,44820,24,Married,5,Rent,645,0.2148934345207765,3,2,0.1495565474465248,0,Home,0,84,54,982,2156,19964,15971,4312.75,0.7469673941556769,9,3993,0.15,0.15,2173,0.653411396440786,79.28085305641697,0
2029-01-20,46,36711,553,Employed,Associate,24,33578,12,Single,0,Mortgage,1523,0.5833505604025749,2,1,0.4978344365449048,0,Home,0,80,62,4200,1039,783510,6418,3059.25,0.6976986906845627,61,777092,0.15,0.15,3030,1.4882732695922205,97.7898177831254,0
2029-01-21,64,85991,564,Employed,Associate,43,37497,48,Married,1,Own,491,0.2511285708812613,3,1,0.0685187984789105,0,Debt Consolidation,0,87,54,179,2190,6970,5576,7165.916666666667,0.8659791792921925,4,1394,0.15,0.15,1043,0.2140689141886941,62.97776456312771,0
2029-01-22,41,18215,581,Employed,Bachelor,22,19482,48,Single,1,Rent,423,0.3554907516975423,1,1,0.2786714246500137,0,Debt Consolidation,0,90,42,5123,1114,221134,11114,1517.9166666666667,0.96834064190097,56,210020,0.15,0.15,542,0.6357397749107878,79.99766866174498,0
2029-01-23,26,27097,534,Employed,Bachelor,5,9767,24,Married,1,Rent,1284,0.4655532891695766,4,0,0.5686238328966305,0,Home,0,81,116,2146,1406,37837,30269,2258.083333333333,0.663715787675063,16,7568,0.15,0.15,473,0.7780935158873675,94.98550808765572,0
2029-01-24,47,73145,576,Employed,High School,22,16767,60,Divorced,0,Mortgage,1369,0.4150364027480216,4,1,0.22459498256887,0,Debt Consolidation,0,61,30,2582,1741,12759,10207,6095.416666666667,0.915540049179912,43,2552,0.15,0.1370724985210788,387,0.2880853100006835,51.71480260392352,0
2029-01-25,69,32562,582,Self-Employed,Associate,48,21737,60,Married,3,Mortgage,714,0.1954029079594575,2,0,0.2631288004422333,0,Auto,1,99,99,257,8472,55682,21627,2713.5,0.9566164863421376,3,34055,0.15,0.15,517,0.4536576377372397,85.68921844197574,0
2029-01-26,28,24520,616,Employed,Bachelor,9,8475,60,Single,2,Rent,1226,0.1380149144910379,0,0,0.6,0,Home,0,91,53,1060,1391,70218,11704,2043.3333333333333,0.7440436533003019,63,58514,0.15,0.142677855103429,198,0.6969004893964111,77.2422485452396,0
2029-01-27,37,30750,602,Employed,Associate,17,38844,36,Single,1,Rent,1181,0.3722947674828917,2,1,0.4608780487804878,0,Debt Consolidation,0,33,114,2726,2153,40092,4437,2562.5,0.9440276843580664,7,35655,0.15,0.15,1346,0.9861463414634146,67.68968824559332,0
2029-01-28,47,67285,624,Employed,High School,25,21708,48,Single,2,Other,381,0.2984122874561019,7,2,0.0679497659210819,1,Home,0,82,1,9549,2820,175707,26267,5607.083333333333,0.819213425437084,50,149440,0.15,0.1369917226651854,589,0.1729954670431745,73.96319583371739,0
2029-01-29,41,50897,511,Employed,Associate,20,18196,48,Married,1,Other,404,0.1814046988147245,5,1,0.0952511935870483,0,Home,0,85,54,9682,1521,137018,57474,4241.416666666667,0.8212003402864471,41,79544,0.15,0.15,506,0.2145509558520148,66.31974924518778,0
2029-01-30,29,18000,586,Employed,High School,7,37380,60,Divorced,4,Other,468,0.0848815948215152,2,0,0.312,0,Auto,0,89,111,302,1181,18291,14632,1500.0,0.8242446552036097,26,3659,0.15,0.1431044667119416,875,0.8953333333333333,91.5783554508784,0
2029-01-31,56,38764,556,Employed,High School,35,29236,36,Single,0,Rent,294,0.2126002894826405,1,0,0.0910122794345268,0,Auto,0,61,78,533,246,23250,18600,3230.333333333333,0.8042802178998234,0,4650,0.15,0.1488486764107963,1011,0.4039830770818284,59.37140018176756,0
2029-02-01,72,48381,626,Employed,Associate,47,20419,48,Widowed,1,Own,311,0.3100602428902518,3,3,0.0771377193526384,0,Auto,0,69,71,4810,1196,9996,5439,4031.75,0.747736949936264,22,4557,0.15,0.1475650959279353,565,0.2172753766974638,43.68196584780989,1
2029-02-02,44,63441,521,Employed,Bachelor,21,16130,60,Married,1,Rent,432,0.1571151243559556,3,0,0.0817137182579089,0,Debt Consolidation,0,91,19,7576,911,8487,6789,5286.75,0.863986204032397,20,1698,0.15,0.1425601310086003,377,0.1530240696079822,68.54292304668,0
2029-02-03,30,24690,541,Unemployed,High School,3,55134,72,Married,2,Mortgage,432,0.277870097829269,4,0,0.2099635479951397,0,Other,0,97,8,2980,2314,10909,8727,2057.5,0.8161696720844198,66,2182,0.15,0.1443635992849019,1148,0.7679222357229648,102.27303610458188,0
2029-02-04,21,39360,606,Employed,Bachelor,0,17485,48,Single,0,Other,822,0.2824001807478938,3,1,0.250609756097561,0,Home,0,60,82,1177,198,61284,9991,3280.0,0.91669570687286,1,51293,0.15,0.15,486,0.398780487804878,48.07364805559346,0
2029-02-05,45,59138,638,Employed,Doctorate,23,10099,72,Single,1,Mortgage,540,0.033447763539772,5,0,0.109574216239981,0,Other,1,82,52,1971,1178,68019,16124,4928.166666666667,0.9304606133558476,102,51895,0.14610099,0.15,213,0.1527951570901958,48.49818254186872,1
2029-02-06,56,149294,663,Employed,Doctorate,31,33235,24,Widowed,3,Other,1099,0.1088890205944533,6,1,0.0883357670100606,0,Debt Consolidation,1,95,1,145,420,196234,33251,12441.166666666666,0.937433101489746,24,162983,0.13383235,0.1403144307263018,1596,0.2166195560437794,55.88196496988283,1
2029-02-07,48,61116,622,Employed,Master,25,17802,84,Married,0,Rent,226,0.2750345338671349,2,0,0.044374631847634,0,Debt Consolidation,0,71,29,1535,1720,108712,39691,5093.0,0.780708661969623,5,69021,0.15,0.15,343,0.1117219713332024,38.92971618493653,1
2029-02-08,41,24346,400,Employed,High School,20,11106,60,Single,0,Mortgage,593,0.6650311179185759,2,0,0.2922862071798242,1,Auto,0,60,47,3261,3616,60520,48416,2028.8333333333333,0.9353692002367496,3,12104,0.15,0.15,264,0.4224102521974862,100.14639720970324,0
2029-02-09,34,48507,494,Employed,High School,10,16804,60,Married,3,Own,459,0.4230046736776036,0,2,0.1135506215597748,0,Education,0,90,100,19780,6321,32158,15164,4042.25,0.8074012333595504,54,16994,0.15,0.15,399,0.212258024615004,79.98476658793727,0
2029-02-10,27,60398,490,Employed,Master,4,33616,24,Single,1,Mortgage,647,0.3205465324574021,0,4,0.1285473028908242,0,Auto,0,98,20,9326,1321,13341,10672,5033.166666666667,0.8585835981624425,1,2669,0.15,0.1449438271954815,1621,0.4506109473823636,94.40561131383156,0
2029-02-11,52,25054,396,Employed,High School,33,53854,60,Single,0,Rent,535,0.3909707268432736,2,0,0.2562465075437056,0,Auto,0,84,38,10179,544,76695,14151,2087.833333333333,0.6386749697504773,6,62544,0.15,0.15,1281,0.8698012293446156,102.49394878805168,0
2029-02-12,53,18000,576,Employed,High School,32,13693,60,Married,2,Mortgage,900,0.1208828944102784,4,0,0.6,0,Education,0,79,54,1961,1001,72797,29731,1500.0,0.5045694993129295,2,43066,0.15,0.1483696391127352,324,0.816,90.18814924487934,0
2029-02-13,21,46748,469,Self-Employed,Bachelor,0,19172,24,Married,4,Own,1453,0.3681796292805092,1,1,0.3729785231453752,0,Other,0,73,42,2265,583,19614,15691,3895.6666666666665,0.9542262378380718,8,3923,0.15,0.1457696921082916,925,0.6104218362282878,93.1487569738161,0
2029-02-14,62,33283,515,Employed,High School,37,34782,108,Single,2,Rent,909,0.1207027426713713,2,0,0.3277348796682991,0,Education,0,90,1,496,1311,74060,59248,2773.583333333333,0.9577086717358624,74,14812,0.15,0.1383965816737911,564,0.5310819337199171,88.79790047314843,0
2029-02-15,49,63778,639,Self-Employed,Master,25,19683,36,Married,2,Rent,648,0.5123925566182967,3,0,0.1219229201291981,1,Debt Consolidation,0,52,61,5821,361,14701,1657,5314.833333333333,0.7981744004341277,30,13044,0.14569683,0.1389917368170534,671,0.2481733513123648,60.94467645808212,0
2029-02-16,60,114696,597,Employed,Bachelor,39,11880,24,Widowed,1,Other,745,0.1528181697454612,3,1,0.0779451768152333,0,Debt Consolidation,0,77,20,9890,2247,21060,16848,9558.0,0.8456152707781731,14,4212,0.15,0.15,576,0.1382088302992258,45.57617926303431,0
2029-02-17,24,23484,508,Employed,Bachelor,3,25195,48,Single,0,Mortgage,801,0.6019439960910254,3,1,0.4092999489013796,0,Debt Consolidation,0,84,39,6097,513,1058667,51413,1957.0,0.9306960238469468,13,1007254,0.15,0.15,701,0.7675012774655084,91.13274616233016,0
2029-02-18,24,23720,621,Employed,Master,0,35691,48,Single,0,Mortgage,455,0.25716323387479,2,0,0.230185497470489,0,Home,2,83,35,7043,1099,72349,10587,1976.6666666666667,0.7698312342488006,24,61762,0.15,0.15,993,0.7325463743676223,93.27111009200476,0
2029-02-19,40,18000,593,Employed,High School,22,39176,36,Divorced,2,Mortgage,587,0.2209380971554417,4,3,0.3913333333333333,0,Other,0,80,48,7820,7878,20287,16229,1500.0,0.7593575327693698,4,4058,0.15,0.15,1358,1.2966666666666666,97.07791078842162,0
2029-02-20,48,165348,575,Employed,Bachelor,27,10747,48,Single,0,Own,1045,0.3920640291652551,4,0,0.0758400464474925,0,Education,1,84,48,8348,1773,10121,7499,13779.0,0.8517633524164135,18,2622,0.15,0.136759791933523,291,0.0969591407213876,64.09867162673851,0
2029-02-21,65,97113,633,Employed,Associate,40,12279,36,Divorced,1,Own,199,0.1254944341346635,1,1,0.0245899107225603,0,Auto,0,63,58,5842,3834,44665,8924,8092.75,0.8306779484088906,4,35741,0.14862279,0.15,425,0.0771060517129529,27.03395379551229,1
2029-02-22,51,77871,554,Employed,Bachelor,28,79109,108,Married,1,Mortgage,623,0.2498005561025771,2,1,0.0960049312324228,0,Debt Consolidation,0,86,111,2436,348,80751,64600,6489.25,0.6675425406223344,6,16151,0.15,0.15,1338,0.3021920869129714,65.08609283138067,0
2029-02-23,38,18000,616,Self-Employed,High School,17,64083,36,Single,0,Rent,359,0.3986645072277454,2,1,0.2393333333333333,0,Home,0,66,84,1568,2612,247733,6582,1500.0,0.9015639976961316,29,241151,0.15,0.15,2221,1.72,97.82643328499552,0
2029-02-24,28,20309,616,Employed,Bachelor,8,11696,108,Married,2,Rent,880,0.0994605608656717,4,1,0.5199665173075976,0,Education,0,56,118,416,1501,654540,4463,1692.4166666666667,0.8235500689629783,19,650077,0.15,0.15,197,0.6363681126594121,50.14368649195214,0
2029-02-25,57,112209,652,Employed,Doctorate,33,21177,60,Single,0,Own,651,0.4641253964809664,2,1,0.0696200839504852,0,Auto,0,61,64,15207,300,46706,14498,9350.75,0.8471569421764733,70,32208,0.13921177,0.1256339678281864,477,0.1206320348635136,27.57429542029121,1
2029-02-26,29,32564,602,Employed,High School,6,23394,48,Married,2,Own,407,0.6855288268523124,5,2,0.1499815747451173,0,Education,1,94,1,1799,3838,294916,13437,2713.6666666666665,0.9202101132644918,3,281479,0.15,0.15,651,0.3898783933177742,75.72059181590565,0
2029-02-27,63,37789,555,Employed,High School,41,14267,72,Married,0,Mortgage,532,0.6154216420730516,3,1,0.1689380507555108,0,Home,0,87,80,12572,1488,140723,14725,3149.083333333333,0.7179924140434604,158,125998,0.15,0.1456629990120065,298,0.2635687633967556,67.70427468745383,0
2029-02-28,38,18000,606,Employed,High School,15,46898,48,Married,0,Rent,457,0.1042438637188996,2,1,0.3046666666666666,0,Home,0,78,48,8392,405,51023,13189,1500.0,0.734624076355233,10,37834,0.15,0.15,1305,1.1746666666666667,96.30629211175858,0
2029-03-01,62,89700,613,Employed,Associate,39,15923,84,Divorced,4,Other,454,0.2345889542753458,5,2,0.0607357859531772,0,Home,0,95,48,4159,1866,203244,19421,7475.0,0.8569439447839968,9,183823,0.15,0.1487391959746955,306,0.1016722408026755,45.858139281248256,0
2029-03-02,50,89732,609,Self-Employed,High School,27,36503,60,Married,2,Own,394,0.2246948105059677,3,0,0.0526902331386796,0,Home,0,35,19,1031,5256,97659,78127,7477.666666666667,0.8852609936038388,28,19532,0.15,0.15,868,0.1687692239112022,21.760101505978103,0
2029-03-03,40,72566,516,Employed,Master,20,37770,60,Single,1,Other,1159,0.3637131274860989,0,1,0.1916600060634457,0,Education,0,70,77,8965,3649,574675,9794,6047.166666666667,0.6293694012561991,31,564881,0.15,0.1414238937913234,881,0.3373480693437698,59.87017108166796,0
2029-03-04,35,26485,497,Employed,Associate,15,19903,72,Divorced,1,Rent,425,0.4717983838009739,3,0,0.1925618274494997,0,Auto,0,91,72,7856,189,47695,16214,2207.083333333333,0.8368298298896523,63,31481,0.15,0.1392327251176335,409,0.3778742684538417,87.78809392561084,0
2029-03-05,37,80274,609,Employed,Associate,13,15537,36,Single,3,Own,1340,0.2000080799818961,3,1,0.2003139248075341,0,Education,0,79,69,4676,2439,55463,9205,6689.5,0.8106739231341641,4,46258,0.15,0.1394988080869723,530,0.2795425667090216,50.70308367925942,0
2029-03-06,47,56672,563,Employed,Bachelor,23,38011,48,Single,0,Other,378,0.048924206741961,3,0,0.0800395256916996,0,Education,0,76,44,10580,2017,106193,84954,4722.666666666667,0.7757630313576329,45,21239,0.15,0.15,1057,0.3038537549407114,62.17000342869806,0
2029-03-07,43,94034,517,Employed,Associate,20,14057,12,Married,3,Rent,435,0.3057774009535712,2,0,0.0555118361443733,0,Other,0,90,10,5843,2924,42970,34376,7836.166666666667,0.7274618186621096,18,8594,0.15,0.15,1268,0.2173256481698109,71.59438938382186,0
2029-03-08,34,31323,546,Employed,Associate,13,12419,24,Married,0,Mortgage,450,0.27438809739603,7,1,0.1723972799540274,0,Auto,1,69,76,14464,2202,180954,9606,2610.25,0.5953247599572621,29,171348,0.15,0.1418857407745861,597,0.401111004693037,74.3394055126247,0
2029-03-09,39,130057,639,Employed,Bachelor,15,80412,48,Married,1,Own,1404,0.3533602907893609,2,0,0.129543200289104,0,Auto,0,66,85,9754,923,15201,7069,10838.083333333334,0.9039929370212808,13,8132,0.1463041199999999,0.1397442304364987,2196,0.3321620520233436,41.932017712982194,1
2029-03-10,43,40487,587,Employed,Bachelor,21,15775,108,Single,0,Mortgage,1402,0.1167709083826981,2,1,0.4155407908711438,0,Debt Consolidation,0,67,43,1372,2865,90485,36595,3373.9166666666665,0.5851815760935929,4,53890,0.15,0.1409147078893045,258,0.4920097809173315,59.50680476824331,0
2029-03-11,18,18000,601,Self-Employed,High School,0,16198,48,Single,1,Rent,900,0.3567111026574326,3,1,0.6,0,Debt Consolidation,0,90,32,1630,414,54082,43265,1500.0,0.8073504996434001,12,10817,0.15,0.1426060137935651,444,0.896,87.10065614203931,0
2029-03-12,47,54730,562,Employed,High School,26,13446,60,Married,2,Rent,186,0.1410604164865373,3,0,0.0407820208295267,0,Home,0,75,58,24965,2271,27236,21788,4560.833333333333,0.7554190154171753,38,5448,0.15,0.144627338074209,316,0.1100676046044217,51.196399719708026,0
2029-03-13,29,26600,497,Employed,High School,8,13869,60,Single,0,Other,563,0.3099516975357159,1,2,0.253984962406015,0,Other,0,68,32,21405,9928,75827,50578,2216.6666666666665,0.7538939671057235,18,25249,0.15,0.15,329,0.402406015037594,77.45274812956714,0
2029-03-14,27,39697,510,Employed,Associate,5,30418,60,Married,3,Rent,1212,0.3593517879246351,4,0,0.3663752928432879,0,Education,0,82,70,2548,8379,103874,42641,3308.083333333333,0.8955973533119622,14,61233,0.15,0.15,723,0.5849308511978235,83.85528542704796,0
2029-03-15,20,18000,589,Employed,High School,0,27063,48,Single,1,Rent,900,0.2971354739688429,4,1,0.6,0,Auto,0,84,62,26197,1049,27246,2309,1500.0,0.9762688485216052,17,24937,0.15,0.15,753,1.102,98.83280911027605,0
2029-03-16,18,21633,602,Employed,Bachelor,0,23092,36,Married,1,Mortgage,904,0.0489554546364928,3,2,0.5014561087227847,0,Home,0,83,58,1407,1924,57031,6941,1802.75,0.873104527529932,2,50090,0.15,0.1427554268201951,792,0.9407849119400916,87.79596853288368,0
2029-03-17,24,35086,566,Self-Employed,Master,1,26359,48,Single,3,Mortgage,347,0.2404794347869534,4,2,0.1186798153109502,0,Other,0,78,91,5016,254,392909,11560,2923.833333333333,0.8543777805367286,1,381349,0.15,0.1380213550415472,717,0.3639058313857379,62.367647051567054,0
2029-03-18,32,34144,571,Employed,High School,10,38741,60,Single,0,Mortgage,916,0.1687248839642065,4,1,0.3219306466729147,0,Debt Consolidation,0,90,112,1516,2851,794815,33819,2845.333333333333,0.7031872874624013,11,760996,0.15,0.15,921,0.6456185567010309,75.32733227190042,0
2029-03-19,67,45462,562,Employed,Bachelor,44,34699,84,Married,1,Rent,386,0.3743801758419669,3,0,0.1018872904843605,0,Other,0,67,71,4017,476,201418,59454,3788.5,0.7241015043497158,13,141964,0.15,0.15,669,0.2784743302098456,54.30187631645573,0
2029-03-20,35,63940,542,Employed,Associate,13,11686,48,Married,0,Mortgage,336,0.2543376174186989,2,0,0.0630591179230528,0,Home,0,90,69,918,6460,35963,23399,5328.333333333333,0.7070188742896276,5,12564,0.15,0.1474254905082024,323,0.1236784485455114,63.15433192237908,0
2029-03-21,44,49370,596,Employed,Bachelor,23,47834,48,Single,0,Mortgage,520,0.5952502870351488,4,2,0.1263925460806157,0,Auto,0,69,57,2906,1167,7148,5718,4114.166666666667,0.7559678029348913,43,1430,0.15,0.1355343178913947,1296,0.4414016609276888,57.59445095947386,0
2029-03-22,47,123997,546,Employed,Bachelor,24,12408,84,Single,1,Rent,432,0.4261397253888281,0,1,0.0418074630837842,0,Home,0,89,35,753,2528,64728,44854,10333.083333333334,0.8539502695820567,22,19874,0.15,0.1457563567338416,236,0.0646467253239997,54.716755987435775,0
2029-03-23,43,34437,647,Employed,Master,20,23435,12,Married,1,Mortgage,736,0.3702395100833883,4,2,0.256468333478526,0,Other,0,71,80,3105,4510,72630,58104,2869.75,0.8808688570667785,30,14526,0.14173435,0.1498142773991392,2114,0.9931178674100531,74.57720267365113,0
2029-03-24,40,35565,536,Employed,High School,13,10768,36,Married,1,Rent,694,0.3839752325454224,4,1,0.2341628005061155,0,Home,0,98,34,1021,1561,676967,3233,2963.75,0.972312002706234,47,673734,0.15,0.15,373,0.3600168705187684,70.083462590512,0
2029-03-25,26,32918,566,Employed,High School,5,11085,24,Single,0,Mortgage,619,0.2253350072260382,3,1,0.2256516191749195,0,Auto,0,92,40,8479,136,14046,11236,2743.1666666666665,0.7315453342317044,3,2810,0.15,0.1457069061096021,535,0.4206816939060696,73.27216588227367,0
2029-03-26,60,72729,630,Employed,Bachelor,39,12537,24,Single,0,Own,395,0.1693834614738391,1,1,0.0651734521305119,0,Auto,0,64,97,6135,1102,8269,6615,6060.75,0.9475126253315151,4,1654,0.15,0.1359953696387953,599,0.1640061048550097,38.63320238859283,1
2029-03-27,65,53386,523,Employed,Associate,42,13414,60,Single,2,Rent,843,0.5975209121698319,1,1,0.1894878807177911,0,Other,0,71,1,13903,598,176492,21807,4448.833333333333,0.8968093507981549,29,154685,0.15,0.1447955134484404,315,0.2602929607013075,61.776314531243294,0
2029-03-28,20,36331,563,Employed,High School,0,14381,36,Married,1,Mortgage,464,0.1438585417014082,2,0,0.1532575486499132,0,Auto,0,89,1,771,672,69719,24900,3027.583333333333,0.8032964408385449,9,44819,0.15,0.15,498,0.3177451762957254,66.5237163081654,0
2029-03-29,28,18000,583,Employed,High School,8,24527,60,Married,0,Mortgage,305,0.1946400595124262,3,0,0.2033333333333333,0,Other,0,73,102,10801,435,84614,28316,1500.0,0.7753689145365409,10,56298,0.15,0.1404570592928521,571,0.584,66.15840824799018,0
2029-03-30,38,55895,626,Employed,Bachelor,18,24395,72,Divorced,1,Mortgage,176,0.2157602674011782,4,1,0.0377851328383576,0,Debt Consolidation,0,88,49,942,3181,65670,52536,4657.916666666667,0.8135771689094201,12,13134,0.15,0.15,515,0.1483495840415064,42.58723087883062,1
2029-03-31,29,21061,494,Employed,Associate,8,44905,48,Single,1,Mortgage,415,0.0587466757332914,2,2,0.2364560087365272,0,Auto,0,78,30,334,325,17282,13825,1755.0833333333333,0.7844101380225087,28,3457,0.15,0.1431081071219251,1234,0.9395565262808034,101.75110985693073,0
2029-04-01,48,54841,572,Employed,Doctorate,27,45345,48,Married,1,Rent,995,0.4057185581463798,3,2,0.2177203187396291,0,Education,0,69,1,4836,3511,95936,76748,4570.083333333333,0.9080216186434964,11,19188,0.15,0.1399194517695068,1238,0.4886125344176802,64.9070150738094,0
2029-04-02,32,42164,586,Employed,Associate,12,11348,72,Single,0,Mortgage,312,0.1788445251743192,1,0,0.0887961293994877,0,Debt Consolidation,0,88,35,12634,4588,17222,13777,3513.6666666666665,0.7196777544123171,40,3445,0.15,0.15,239,0.156816241343326,59.082142305422565,0
2029-04-03,70,74897,606,Employed,High School,48,39771,60,Married,2,Mortgage,700,0.3844949515421452,1,1,0.1121540248608088,0,Auto,0,80,81,3239,2037,528722,48689,6241.416666666667,0.8375669523311733,52,480033,0.15,0.1498899622632797,945,0.2635619584229007,47.59495209819251,0
2029-04-04,57,31954,595,Employed,Bachelor,39,23582,24,Married,1,Rent,882,0.1011321113321457,6,0,0.3312261375727608,0,Debt Consolidation,2,43,112,757,2320,16129,12903,2662.833333333333,0.9453911417209072,35,3226,0.15,0.15,1143,0.7604681729986855,76.30815423200791,0
2029-04-05,44,77104,519,Self-Employed,High School,21,9605,72,Single,1,Rent,917,0.1798222735017245,4,2,0.1427163311890433,0,Home,0,92,64,5162,11354,90845,47471,6425.333333333333,0.5857848120928396,33,43374,0.15,0.15,203,0.1743100228263125,71.62212441251306,0
2029-04-06,55,82451,617,Employed,Associate,34,69180,108,Married,2,Own,1565,0.1958955297595364,4,0,0.2277716461898582,0,Home,1,95,75,24194,605,24799,19839,6870.916666666667,0.8606326496568383,8,4960,0.15,0.1396085084706006,1128,0.391941880632133,71.72307276767049,0
2029-04-07,56,51049,557,Employed,Associate,34,22857,108,Married,1,Mortgage,359,0.3818344408432204,3,0,0.0843895081196497,0,Auto,0,80,83,14178,2288,16466,12930,4254.083333333333,0.94706042442669,25,3536,0.15,0.15,386,0.1751258594683539,55.1532114794799,0
2029-04-08,34,20922,472,Employed,Associate,10,13151,84,Single,0,Rent,1046,0.1590705393147091,4,0,0.599942644106682,0,Education,0,70,13,4769,214,82679,66143,1743.5,0.8890486424776058,7,16536,0.15,0.15,253,0.7450530542013192,94.45560567623562,0
2029-04-09,31,88892,577,Employed,Bachelor,8,18582,24,Single,0,Other,281,0.486488127918621,2,2,0.0379336723214687,0,Education,0,92,120,865,769,378709,35820,7407.666666666667,0.6747276407029467,44,342889,0.15,0.1353804406180225,888,0.1578094766683166,52.00481867392612,0
2029-04-10,43,43159,520,Employed,High School,22,14356,60,Single,2,Mortgage,1294,0.093033137826883,3,0,0.3597859079218702,0,Auto,0,62,45,2033,2383,247476,24119,3596.583333333333,0.8303592554954763,3,223357,0.15,0.15,341,0.4545981139507403,66.56747249490545,0
