ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
2035-03-06,39,42835,532,Employed,Associate,17,19492,12,Married,1,Rent,552,0.43632614798009695,0,2,0.15463989728026145,0,Education,0,91,1,1780,1044,83832,33706,3569.5833333333335,0.9058489379340355,13,50126,0.15,0.15,1759,0.64741449749037,89.22880164426066,0
2035-03-07,37,18998,457,Employed,Associate,16,37050,72,Single,0,Own,421,0.35243021599459007,0,1,0.2659227287082851,0,Auto,0,81,18,625,1839,88810,34027,1583.1666666666667,0.7990182609851203,85,54783,0.15,0.15,783,0.7605011053795135,99.26385007944485,0
2035-03-08,20,18888,534,Employed,Doctorate,0,22916,12,Married,0,Mortgage,942,0.3313201688198779,5,1,0.5984752223634053,0,Home,0,76,54,2990,470,62792,20012,1574.0,0.9848355768835287,27,42780,0.15,0.14902741746363785,2067,1.9116899618805592,102.57097048254055,0
2035-03-09,68,67335,604,Self-Employed,Bachelor,47,31618,60,Married,5,Mortgage,760,0.2557809657270753,3,1,0.13544219202494986,0,Auto,0,77,64,1553,696,6364,5091,5611.25,0.9170275327804293,40,1273,0.15,0.15,752,0.2694586767654266,52.167357457328066,0
2035-03-10,48,43891,478,Employed,Bachelor,24,36050,60,Married,3,Mortgage,581,0.1943715722223875,2,1,0.15884805540999294,0,Auto,0,65,44,1208,646,138311,18371,3657.5833333333335,0.7932857277691063,2,119940,0.15,0.15,857,0.39315577225399284,71.67420636557253,0
2035-03-11,35,32530,579,Self-Employed,Bachelor,10,26279,108,Married,1,Other,1626,0.2873577733847884,4,0,0.5998155548724254,1,Home,1,88,39,764,1509,77548,23543,2710.8333333333335,0.7415598153792006,22,54005,0.15,0.15,444,0.7636028281586228,100.15452276041583,0
2035-03-12,59,56624,563,Employed,Bachelor,38,5232,24,Single,1,Rent,523,0.19707794512592236,4,1,0.11083639446171234,0,Home,0,87,77,1808,349,23980,10616,4718.666666666667,0.6433176594902505,12,13364,0.15,0.14902380247745475,253,0.1644532353772252,61.00340377902338,0
2035-03-13,29,53933,571,Employed,Bachelor,6,38164,60,Married,2,Rent,429,0.18057107386295365,3,2,0.09545176422598409,0,Home,0,86,79,2088,1225,72255,6338,4494.416666666667,0.7932703365530251,15,65917,0.15,0.13625191737361608,880,0.2912502549459514,64.43994753478563,0
2035-03-14,47,84263,578,Employed,Bachelor,26,27327,48,Single,0,Mortgage,643,0.17027951263602042,5,2,0.0915704401694694,1,Education,0,84,39,1863,602,25819,20655,7021.916666666667,0.6483915259454708,27,5164,0.15,0.13613160772365915,741,0.19709718381733382,88.64206194935082,0
2035-03-15,39,39031,537,Employed,Doctorate,17,41250,48,Married,2,Mortgage,705,0.29140702407947766,4,0,0.21675078783531038,0,Debt Consolidation,0,55,83,1209,3498,8520,6816,3252.5833333333335,0.6474654829240102,99,1704,0.15,0.14156792978834098,1130,0.5641669442238221,69.69936078308474,0
2035-03-16,50,29760,554,Employed,Associate,28,38554,48,Single,1,Mortgage,923,0.6373955297715914,9,0,0.3721774193548387,0,Debt Consolidation,0,72,63,1593,2267,9238,7390,2480.0,0.7163131195717249,2,1848,0.15,0.1353336739210834,1044,0.7931451612903225,84.31894898006699,0
2035-03-17,41,53841,609,Employed,Bachelor,20,9169,72,Married,1,Mortgage,624,0.060855471359489315,2,1,0.13907616871900597,0,Education,0,96,29,424,772,37177,29741,4486.75,0.6858613781995593,0,7436,0.15,0.15,193,0.18209171449267286,54.44729546917413,0
2035-03-18,23,65761,637,Employed,Bachelor,0,10582,72,Married,3,Rent,110,0.2462119050852082,3,1,0.020072687459132314,0,Home,0,83,88,1741,1379,514086,38696,5480.083333333333,0.8645682964329378,31,475390,0.14660582,0.15,223,0.06076549930810055,30.816770007885406,1
2035-03-19,42,38474,568,Employed,Associate,22,17450,48,Single,0,Own,362,0.388865834044088,4,1,0.11290741799656911,0,Home,0,70,24,3458,2274,61194,7841,3206.1666666666665,0.9303098989251911,29,53353,0.15,0.14351187581741043,479,0.262307012527941,52.14577395977207,0
2035-03-20,55,51785,572,Employed,Associate,31,60239,24,Married,3,Mortgage,840,0.6722768699232274,2,0,0.19465096070290624,0,Debt Consolidation,0,76,105,4200,2381,12800,10240,4315.416666666667,0.8612185789159283,6,2560,0.15,0.15,2920,0.8712947764796756,86.93490137589643,0
2035-03-21,41,34162,632,Unemployed,Doctorate,21,10164,36,Married,0,Mortgage,455,0.2105247422563591,2,2,0.15982670803817106,0,Debt Consolidation,0,89,127,20784,1380,96100,29457,2846.8333333333335,0.9210883732627148,42,66643,0.14910163999999998,0.14423623466751911,349,0.28241906211580114,50.36837321425963,0
2035-03-22,52,18000,469,Employed,High School,32,13727,60,Married,2,Rent,900,0.22382718205125235,1,1,0.6,0,Education,0,82,26,369,527,66907,53525,1500.0,0.8889770966818922,28,13382,0.15,0.15,326,0.8173333333333334,99.36284680391051,0
2035-03-23,28,105869,518,Employed,Associate,6,10902,48,Single,1,Mortgage,791,0.05938938259301676,3,1,0.08965797353332892,0,Other,0,75,102,9898,937,56444,35136,8822.416666666666,0.8743551392405149,26,21308,0.15,0.15,303,0.12400230473509716,56.22798051110396,0
2035-03-24,41,47130,588,Self-Employed,Associate,19,22408,48,Single,1,Own,525,0.3860996810801962,2,1,0.1336728198599618,0,Auto,0,71,32,4987,301,8420,6736,3927.5,0.8275003130298842,38,1684,0.15,0.15,623,0.2922978994271165,52.50038128529999,0
2035-03-25,33,18000,572,Employed,High School,10,27233,36,Married,0,Mortgage,848,0.2472468419773648,1,0,0.5653333333333334,0,Auto,0,66,97,216,1723,861471,10132,1500.0,0.8172194912699625,13,851339,0.15,0.1374833246642267,927,1.1833333333333333,89.55870431801128,0
2035-03-26,51,22245,602,Employed,Master,28,20318,60,Widowed,3,Mortgage,436,0.40741784938425607,3,3,0.2351989211058665,0,Home,0,92,70,1631,1406,35254,28203,1853.75,0.7567383335447391,17,7051,0.15,0.14510225821524522,478,0.4930546190155091,69.46664268423717,0
2035-03-27,42,71552,504,Employed,High School,23,48159,36,Single,0,Rent,237,0.49298077630833625,3,0,0.03974731663685152,0,Auto,0,91,69,2604,3900,351141,23578,5962.666666666667,0.8396212198561359,5,327563,0.15,0.14132250923424233,1649,0.31630143112701253,75.90293258198994,0
2035-03-28,50,22549,560,Employed,High School,26,18512,120,Married,0,Rent,814,0.18979862822775878,2,0,0.4331899419042973,0,Debt Consolidation,1,41,53,9502,807,191789,12653,1879.0833333333333,0.9191905161725169,37,179136,0.15,0.15,298,0.5917779058938313,67.29912219245064,0
2035-03-29,56,43591,607,Employed,Master,34,21289,12,Married,4,Rent,538,0.32809531045165413,4,1,0.14810396641508566,0,Home,1,78,105,15241,493,145313,28332,3632.5833333333335,0.9297592821307566,23,116981,0.15,0.15,1921,0.6769287238191369,81.02474338848081,0
2035-03-30,50,25597,614,Employed,High School,27,12170,36,Married,0,Own,195,0.7926574766840428,4,2,0.0914169629253428,1,Other,0,80,68,2851,3161,109436,19472,2133.0833333333335,0.8714021712789358,38,89964,0.15,0.15,421,0.28878384185646755,81.51717548079846,0
2035-03-31,45,51972,577,Employed,Bachelor,18,26795,60,Single,0,Mortgage,985,0.09579317312567763,2,0,0.2274301546986839,0,Debt Consolidation,1,86,28,3695,223,127578,24187,4331.0,0.7897506545938733,2,103391,0.15,0.15,637,0.37450935118910184,76.9661871596655,0
2035-04-01,29,61868,480,Employed,Master,4,32088,48,Divorced,1,Rent,632,0.16798236215255483,5,1,0.12258356500937478,0,Education,0,92,85,1428,2510,51412,10282,5155.666666666667,0.6596603433964767,62,41130,0.15,0.14707893437649364,888,0.29482123230102797,81.05861966496371,0
2035-04-02,41,41770,640,Employed,Bachelor,18,11850,84,Divorced,1,Rent,434,0.15088689947331374,3,0,0.12468278668901124,0,Auto,0,80,49,5082,500,168745,69120,3480.8333333333335,0.7399826587443467,0,99625,0.14511849999999998,0.14113742943674676,222,0.1884606176681829,42.30334615102352,1
2035-04-03,35,27458,623,Employed,Bachelor,15,51042,48,Married,4,Rent,352,0.06574705794284451,3,1,0.15383494792046035,0,Debt Consolidation,0,97,33,2293,2593,162950,6930,2288.1666666666665,0.8957151914217574,44,156020,0.15,0.15,1420,0.7744191128268629,81.78932795911146,0
2035-04-04,37,100544,616,Employed,High School,17,41271,48,Single,0,Other,303,0.40775744735306746,4,3,0.03616327180140039,0,Education,1,87,66,2103,2348,58010,18129,8378.666666666666,0.66837099862039,49,39881,0.15,0.15,1148,0.17317791215786124,57.29201877067237,0
2035-04-05,37,23068,522,Employed,High School,12,54578,36,Married,2,Mortgage,551,0.4643625003786212,6,0,0.2866308305878273,0,Debt Consolidation,0,84,117,9968,857,18859,15087,1922.3333333333333,0.6336249692289903,68,3772,0.15,0.15,1891,1.2703311947286284,99.95460976935075,0
2035-04-06,29,34077,615,Employed,Associate,7,66618,36,Divorced,0,Own,227,0.23064957027149144,7,0,0.07993661413856853,0,Home,0,94,1,10519,94,425339,239191,2839.75,0.8603065581855049,8,186148,0.15,0.14166439817055082,2282,0.8835284796196848,86.7618638033829,0
2035-04-07,18,18000,515,Employed,High School,0,15722,60,Married,0,Mortgage,545,0.4787656250166981,0,2,0.36333333333333334,0,Education,0,67,67,1226,581,32995,26396,1500.0,0.9217908246423082,48,6599,0.15,0.15,374,0.6126666666666667,79.90165434799346,0
2035-04-08,33,60056,525,Employed,Bachelor,13,20855,120,Married,2,Mortgage,954,0.19654077616396462,4,0,0.19062208605301717,0,Education,1,97,99,4230,2323,70438,5305,5004.666666666667,0.7666110655189702,7,65133,0.15,0.14097754065514048,325,0.2555614759557746,83.92398879536064,0
2035-04-09,44,72871,614,Employed,Associate,21,26776,24,Single,0,Rent,827,0.1782090337319468,1,2,0.13618586268886115,0,Debt Consolidation,0,51,34,1277,593,14024,11219,6072.583333333333,0.9581391648378889,90,2805,0.15,0.14314627360787857,1289,0.34845137297415985,37.493234858303154,0
2035-04-10,24,23207,582,Employed,Bachelor,0,26448,72,Divorced,0,Mortgage,262,0.21668837986108586,6,0,0.13547636488990392,0,Auto,0,68,90,11295,2484,124076,21561,1933.9166666666667,0.8338404834530244,16,102515,0.15,0.13899628720015747,543,0.4162537165510406,55.15411766393036,0
2035-04-11,42,18000,592,Employed,High School,16,25171,96,Married,2,Mortgage,900,0.12456556562080817,3,0,0.6,0,Education,0,79,113,5041,154,195761,35162,1500.0,0.8796707357436493,42,160599,0.15,0.14147424044317777,439,0.8926666666666667,84.77393934210235,0
2035-04-12,66,46183,613,Employed,Associate,44,29741,48,Married,1,Mortgage,1253,0.11624790649431249,5,0,0.3255743455384016,0,Debt Consolidation,0,87,59,2304,697,205596,11769,3848.5833333333335,0.9100079849771592,13,193827,0.15,0.15,827,0.5404586103111534,64.77254049896452,0
2035-04-13,55,124305,637,Employed,Associate,31,21689,60,Married,0,Own,906,0.38405347377694476,3,0,0.08746229033425848,0,Home,0,77,39,12842,959,44669,16046,10358.75,0.8557128264513685,11,28623,0.14671689,0.14011763813562889,504,0.13611680946060095,37.09293750917041,1
2035-04-14,63,31425,577,Employed,High School,41,30423,120,Married,0,Rent,765,0.0035976512845150403,1,0,0.2921241050119332,0,Debt Consolidation,0,80,85,988,460,11911,4310,2618.75,0.8086189981378037,8,7601,0.15,0.15,490,0.479236276849642,66.32623410737456,0
2035-04-15,47,184820,664,Employed,Bachelor,23,14099,60,Single,1,Own,1698,0.13619014903904256,1,0,0.11024780867871443,0,Home,0,70,70,2264,336,50561,14123,15401.666666666666,0.7206889710185754,21,36438,0.13314099000000001,0.12219167218252878,315,0.13070014067741587,27.219537721439107,1
2035-04-16,57,45825,546,Employed,Bachelor,35,38658,12,Single,0,Own,298,0.5250531841111952,5,2,0.07803600654664485,0,Home,0,79,30,5070,1545,33659,6682,3818.75,0.9174159668460345,15,26977,0.15,0.14705335986027745,3483,0.990114566284779,101.70988683966931,0
2035-04-17,32,20393,626,Employed,Master,11,21829,36,Married,0,Own,464,0.03858692158795227,3,1,0.27303486490462414,0,Auto,0,86,16,2269,1701,3970,3176,1699.4166666666667,0.7838846233729039,34,1000,0.15,0.15,756,0.7178933947923307,74.906573651536,0
2035-04-18,33,37417,557,Employed,Master,8,44996,96,Married,3,Own,580,0.31256804771917335,4,0,0.18601170590907876,0,Home,0,87,91,2440,669,62134,4128,3118.0833333333335,0.5974308788704641,26,58006,0.15,0.14849716909622646,803,0.44354170564182055,76.26759072437028,0
2035-04-19,18,18000,563,Employed,Bachelor,0,18594,60,Married,1,Mortgage,900,0.2953855615563797,2,1,0.6,0,Home,0,72,55,15811,2115,30689,7258,1500.0,0.6274955337757853,17,23431,0.15,0.1484434546646913,440,0.8933333333333333,87.84864814382121,0
2035-04-20,57,42334,608,Employed,Bachelor,35,20206,36,Single,0,Rent,1847,0.271757626154353,3,1,0.5235508102234611,0,Home,0,69,89,8059,2260,43313,18059,3527.8333333333335,0.8906551385544685,20,25254,0.15,0.14421030885444944,694,0.7202721216988709,70.38907703742893,0
2035-04-21,62,51254,611,Employed,High School,39,11497,60,Married,5,Mortgage,539,0.15560868584265175,6,1,0.12619502868068833,0,Home,0,91,1,2163,1260,72371,31821,4271.166666666667,0.9059481730044465,3,40550,0.15,0.13505213360118717,264,0.18800483864673975,53.24140824825396,0
2035-04-22,34,23754,591,Employed,High School,13,32321,96,Single,0,Mortgage,611,0.3373488232040393,3,2,0.3086638039909068,1,Debt Consolidation,0,80,42,2100,556,201988,4452,1979.5,0.7320038864075298,4,197536,0.15,0.1377290429614316,557,0.5900479919171508,101.52662254380047,0
2035-04-23,38,93844,548,Employed,Master,15,21861,72,Single,1,Mortgage,881,0.4603364075993042,0,1,0.11265504454200588,0,Other,0,79,48,440,5811,145540,23453,7820.333333333333,0.8309653884896931,11,122087,0.15,0.1468038386900512,458,0.1712203230893824,65.30562824194469,0
2035-04-24,32,21832,595,Employed,High School,10,25120,60,Married,2,Other,239,0.6280233038380597,2,1,0.13136680102601686,0,Education,0,87,101,2352,936,11001,5907,1819.3333333333333,0.916870874607102,21,5094,0.15,0.13967858442514552,584,0.45236350311469403,66.076645572954,0
2035-04-25,46,21154,469,Employed,Associate,25,18733,36,Married,3,Own,478,0.4287883818963195,0,1,0.2711543916044247,0,Auto,0,81,111,3335,2086,17550,14040,1762.8333333333333,0.8830377822094798,18,3510,0.15,0.14894288242447706,648,0.6387444454949419,99.08449285309445,0
2035-04-26,56,40464,553,Employed,High School,29,24082,48,Married,2,Mortgage,678,0.3830066249375027,4,0,0.20106761565836298,0,Debt Consolidation,0,93,55,1378,1251,108813,17310,3372.0,0.857710040542931,15,91503,0.15,0.14880156488079824,668,0.39916963226571767,71.15218319472419,0
2035-04-27,19,22085,460,Employed,High School,0,21449,12,Single,0,Rent,777,0.14334594554843763,7,1,0.42218700475435816,0,Home,0,61,73,9252,1044,65265,3834,1840.4166666666667,0.8711796984739473,29,61431,0.15,0.1401545366743271,1925,1.4681458003169572,96.34920979764962,0
2035-04-28,47,52185,567,Unemployed,Bachelor,24,31511,60,Divorced,1,Mortgage,570,0.15964864621476968,5,1,0.13107214716872664,0,Debt Consolidation,0,88,40,87151,2009,89160,15222,4348.75,0.8416439132762159,4,73938,0.15,0.1423768299567475,737,0.30054613394653634,65.73069147261505,0
2035-04-29,38,18000,562,Employed,High School,15,25396,72,Single,1,Mortgage,863,0.5654417067674663,3,1,0.5753333333333334,0,Auto,0,81,63,857,483,667425,23958,1500.0,0.8456248729105036,50,643467,0.15,0.15,536,0.9326666666666666,88.73770279945349,0
2035-04-30,43,49628,603,Employed,Associate,23,15391,36,Single,2,Rent,704,0.5467646132891074,2,3,0.17022648504876278,0,Home,0,84,24,193,1271,26287,7640,4135.666666666667,0.8101695161722247,35,18647,0.15,0.15,533,0.2991053437575562,59.79398518168783,0
2035-05-01,47,71450,557,Employed,High School,25,30685,60,Married,1,Rent,1047,0.36772754178331213,3,2,0.1758432470258922,0,Debt Consolidation,0,86,122,2347,882,49408,39526,5954.166666666667,0.6621525466202667,6,9882,0.15,0.1417028788325514,716,0.2960951714485654,69.1292196604695,0
2035-05-02,39,25523,636,Employed,Bachelor,19,9847,60,Divorced,1,Other,1276,0.4053500604447375,4,0,0.5999294753751518,0,Education,0,86,119,8466,540,65419,9218,2126.9166666666665,0.7216926664003398,4,56201,0.14709846999999998,0.14306372519312308,230,0.7080672334756887,71.63610317439584,0
2035-05-03,40,18000,551,Employed,Bachelor,13,20815,24,Divorced,4,Rent,796,0.4220049965770095,1,1,0.5306666666666666,0,Other,0,83,1,70011,1953,78468,16924,1500.0,0.7222848574682172,2,61544,0.15,0.14953102285193962,1008,1.2026666666666668,99.89438984648886,0
2035-05-04,39,18408,518,Unemployed,Associate,17,20393,60,Single,1,Mortgage,269,0.30056982460651793,1,1,0.17535853976531943,0,Home,0,75,133,822,2070,549090,13896,1534.0,0.9369220221989877,34,535194,0.15,0.13567953405310443,469,0.4810951760104302,76.87514444220075,0
2035-05-05,54,57679,508,Employed,Bachelor,32,40343,36,Single,1,Mortgage,961,0.30407239843682615,3,1,0.19993411813658352,0,Home,0,82,81,1765,2374,27145,21716,4806.583333333333,0.8883510399153195,46,5429,0.15,0.13956132741624644,1377,0.4864162000034675,83.51085930391133,0
2035-05-06,47,18000,509,Employed,High School,21,27529,36,Divorced,3,Mortgage,900,0.4194312769065973,2,1,0.6,0,Home,0,63,60,3196,6431,35757,28605,1500.0,0.863398469066894,44,7152,0.15,0.15,954,1.236,100.05420210387233,0
2035-05-07,44,61328,645,Employed,Bachelor,23,64113,60,Single,1,Own,606,0.5786622303874962,2,1,0.11857552830680929,0,Debt Consolidation,1,76,45,3117,1198,201956,17030,5110.666666666667,0.9016113333901837,3,184926,0.14314112999999998,0.13848784432508954,1486,0.40933994260370465,55.90761865722364,0
2035-05-08,25,42643,553,Employed,Bachelor,0,26936,48,Single,1,Mortgage,249,0.12173931252334402,6,1,0.07007011701803344,0,Auto,0,90,41,2864,322,67210,53768,3553.5833333333335,0.6872515455935185,25,13442,0.15,0.15,749,0.28084328025701755,70.67300358415667,0
2035-05-09,37,72028,604,Employed,Doctorate,13,25648,96,Single,0,Mortgage,435,0.19937718817092157,0,0,0.07247181651579941,0,Auto,0,84,43,2114,1113,106459,50044,6002.333333333333,0.9321341701465566,7,56415,0.15,0.14347718151330044,450,0.14744266118731605,45.44112486620899,0
2035-05-10,53,145824,646,Employed,High School,34,21949,12,Married,0,Own,825,0.32824201472359166,6,0,0.06789005924950625,0,Home,0,89,31,6255,372,118684,30019,12152.0,0.6363941331572689,6,88665,0.14221948999999998,0.14198910021970343,1972,0.2301678736010533,45.50133615534611,1
2035-05-11,42,18000,567,Employed,High School,20,13635,24,Divorced,2,Rent,276,0.06912276588519913,3,0,0.184,0,Home,1,90,78,1253,223,10241,8192,1500.0,0.9303352831648443,20,2049,0.15,0.15,661,0.6246666666666667,94.08695545554575,0
2035-05-12,50,18000,522,Employed,High School,27,21293,120,Single,0,Own,900,0.484214107118635,4,1,0.6,0,Home,0,96,56,11626,785,468212,169328,1500.0,0.6457378970500338,6,298884,0.15,0.1411969270505278,332,0.8213333333333334,101.39666718242985,0
2035-05-13,64,82041,428,Employed,High School,41,6878,72,Single,1,Own,698,0.06285338638381165,2,0,0.10209529381650638,0,Home,0,64,90,44486,1123,318542,7868,6836.75,0.4517048630028145,3,310674,0.15,0.15,145,0.1233042015577577,68.02879750007938,0
2035-05-14,55,50912,525,Employed,High School,32,16204,48,Married,2,Own,906,0.0825757425947813,2,1,0.21354494028912632,0,Home,0,69,67,1114,137,645648,18363,4242.666666666667,0.5640527867460324,15,627285,0.15,0.13685489679457946,440,0.31725329981143935,59.401368735021784,0
2035-05-15,43,76000,509,Employed,Associate,22,39995,36,Married,3,Mortgage,273,0.3531562936282616,2,0,0.04310526315789474,0,Home,0,67,135,4249,576,217488,22851,6333.333333333333,0.8022421904504801,2,194637,0.15,0.14531068256167723,1377,0.2605263157894737,62.89458915287686,0
2035-05-16,35,18000,515,Employed,Associate,14,31295,96,Single,4,Rent,900,0.5710585786488068,1,1,0.6,0,Home,0,76,60,2218,348,992768,12093,1500.0,0.943616013819461,25,980675,0.15,0.15,561,0.974,90.83611550296033,0
2035-05-17,18,21090,558,Self-Employed,Master,0,14532,48,Married,2,Rent,401,0.2923997356916803,3,1,0.22816500711237553,0,Debt Consolidation,0,82,50,3190,1666,98406,15085,1757.5,0.7797204788430658,17,83321,0.15,0.13649527778092718,394,0.4523470839260313,71.4498369549606,0
2035-05-18,39,48889,562,Employed,High School,13,21351,24,Married,4,Mortgage,676,0.5377154229295156,0,1,0.16592689562069177,0,Home,0,80,69,622,1602,5688,4550,4074.0833333333335,0.9567237222473763,17,1138,0.15,0.14885137089374212,1034,0.4197263188038209,67.63885442130498,0
2035-05-19,37,57761,652,Employed,Doctorate,16,20394,12,Divorced,1,Mortgage,1203,0.29982308240257793,4,0,0.24992642094146567,1,Other,0,79,34,4115,4130,70653,7121,4813.416666666667,0.806996353891121,18,63532,0.13920394000000003,0.1399370255109171,1831,0.6303214972039958,90.14064973257268,0
2035-05-20,47,120455,491,Employed,Master,25,18121,36,Single,0,Own,746,0.8505046477042715,1,1,0.07431821011996181,0,Education,0,76,101,5767,13364,19131,15304,10037.916666666666,0.9706175091643222,56,3827,0.15,0.15,628,0.13688099290191358,63.95520576525061,0
2035-05-21,39,44607,629,Employed,Master,16,21324,48,Single,0,Other,904,0.0966292797067524,3,0,0.2431905306342054,0,Other,0,85,86,1084,481,43231,15202,3717.25,0.9431977494052273,39,28029,0.15,0.15,593,0.4027170623444751,54.77065215394745,0
2035-05-22,37,50167,633,Employed,Master,17,11841,36,Single,0,Own,201,0.051321047396311485,0,1,0.04807941475471924,0,Education,0,70,113,4263,835,47380,33546,4180.583333333333,0.8012240907038995,18,13834,0.14861841,0.15,410,0.14615185281160922,35.827686578508064,1
2035-05-23,18,112140,603,Employed,Bachelor,0,8658,72,Single,2,Mortgage,685,0.2567105829192524,2,1,0.07330123060460139,0,Home,0,81,58,541,489,44098,35278,9345.0,0.7574913923411309,12,8820,0.15,0.13628282125368726,176,0.09213483146067415,43.16137910552446,0
2035-05-24,29,25022,548,Employed,Bachelor,9,13260,36,Divorced,2,Rent,359,0.19397132061594602,4,2,0.17216849172728,0,Auto,0,73,48,3331,108,148608,13436,2085.1666666666665,0.9041271280403437,116,135172,0.15,0.15,459,0.3922947805930781,67.356385923601,0
2035-05-25,48,67173,504,Employed,Associate,28,37151,36,Divorced,0,Rent,918,0.38769586850344595,2,2,0.16399446206064938,0,Home,0,95,89,74,1970,222043,15472,5597.75,0.7270194928408374,1,206571,0.15,0.15,1287,0.39390826671430484,84.43371673399521,0
2035-05-26,64,30634,605,Employed,Bachelor,44,22825,72,Married,5,Mortgage,975,0.03445469477207701,3,1,0.381928576091924,0,Debt Consolidation,0,88,84,2614,625,34390,27512,2552.8333333333335,0.9246872740463115,0,6878,0.15,0.15,482,0.570738395247111,72.13557574985667,0
2035-05-27,40,38332,524,Employed,Master,21,17538,36,Married,3,Mortgage,593,0.15115883475485636,1,2,0.18564123969529375,0,Debt Consolidation,0,86,67,2744,4623,32372,25126,3194.3333333333335,0.35274753572927087,3,7246,0.15,0.15,607,0.37566524053010536,76.66790015299026,0
2035-05-28,46,61043,555,Unemployed,Associate,21,15639,36,Married,0,Other,957,0.14268323297434282,2,2,0.18812967907868222,0,Debt Consolidation,0,76,45,1667,5347,9559,7647,5086.916666666667,0.8359895893221247,32,1912,0.15,0.15,542,0.29467752240224104,60.72968839957973,0
2035-05-29,54,18760,538,Self-Employed,High School,30,21371,48,Married,0,Own,845,0.5488573296215906,5,2,0.5405117270788913,0,Debt Consolidation,0,83,57,1216,955,23898,7397,1563.3333333333333,0.8254683992501488,66,16501,0.15,0.15,594,0.9204690831556503,98.99662269379427,0
2035-05-30,31,63043,480,Employed,Bachelor,7,18114,48,Single,1,Rent,639,0.17119208669672764,1,0,0.12163126754754693,0,Home,0,82,83,1983,786,129844,49809,5253.583333333333,0.7903389558081556,3,80035,0.15,0.13616819650419487,491,0.21509128689941787,72.95720335396472,0
2035-05-31,46,46009,578,Employed,Bachelor,22,21260,60,Single,0,Other,500,0.21435020647319544,2,1,0.13040926775196157,0,Auto,0,84,157,1256,494,62296,44156,3834.0833333333335,0.5635530998643488,11,18140,0.15,0.1351337274014423,489,0.25794953161337997,60.39002206141779,0
2035-06-01,32,30672,585,Employed,Master,10,41400,60,Married,2,Other,354,0.21882854043160918,1,1,0.13849765258215962,0,Other,0,84,21,9109,988,81068,18383,2556.0,0.9647592369583601,5,62685,0.15,0.15,984,0.5234741784037559,71.15832525412223,0
2035-06-02,53,36524,493,Employed,High School,31,37038,60,Married,1,Rent,413,0.4134595766332339,3,3,0.13569160004380681,0,Auto,2,82,57,19668,415,61617,6918,3043.6666666666665,0.8884560718601582,2,54699,0.15,0.15,881,0.4251451100646151,96.47150921068652,0
2035-06-03,43,36202,602,Employed,Bachelor,18,15922,48,Single,0,Mortgage,508,0.3989648509729006,0,2,0.16838848682393237,0,Auto,0,94,18,1314,8556,19708,15766,3016.8333333333335,0.7495967562903245,34,3942,0.15,0.15,443,0.31523120269598365,60.5598191887551,0
2035-06-04,45,22998,566,Employed,High School,19,41921,48,Divorced,2,Mortgage,721,0.4159521792643711,1,5,0.3762066266631881,0,Home,0,80,137,2337,1086,49305,3828,1916.5,0.7352921104999952,1,45477,0.15,0.15,1166,0.9846073571614923,94.36793811251682,0
2035-06-05,31,39653,631,Employed,Master,11,25285,60,Single,1,Own,519,0.2147877627878087,5,1,0.15706251733790635,0,Auto,0,88,72,531,969,19906,6355,3304.4166666666665,0.676815933308131,7,13551,0.14975285,0.15,601,0.3389403071646534,57.31957669733292,0
2035-06-06,51,18000,523,Employed,High School,23,21391,36,Married,1,Rent,900,0.5636114506990224,3,1,0.6,0,Auto,1,77,103,1081,233,79265,55662,1500.0,0.2766656650869081,20,23603,0.15,0.15,741,1.094,97.40173611046598,0
2035-06-07,69,34143,582,Employed,Master,49,10564,84,Married,1,Mortgage,197,0.09770242932019581,3,1,0.06923820402425095,0,Home,0,67,133,2051,1746,80999,64799,2845.25,0.9689303248754993,12,16200,0.15,0.15,203,0.14058518583604251,43.16670319023465,0
2035-06-08,28,18000,625,Self-Employed,High School,6,11802,60,Single,1,Rent,349,0.29541857656619264,2,0,0.23266666666666666,0,Auto,0,84,74,484,414,309614,28366,1500.0,0.7286357662284366,0,281248,0.15,0.15,280,0.41933333333333334,54.97423982733281,0
2035-06-09,37,39160,525,Employed,High School,14,27805,24,Married,2,Own,1390,0.33167290535140304,4,3,0.4259448416751787,0,Auto,0,95,68,1794,7648,38826,6576,3263.3333333333335,0.8077800685554323,1,32250,0.15,0.15,1348,0.8390194075587334,99.55588721883264,0
2035-06-10,45,42515,543,Employed,High School,22,54386,48,Married,2,Rent,549,0.209325865379,5,1,0.15495707397389158,0,Home,0,70,66,1532,248,64636,51708,3542.9166666666665,0.8809136360065531,0,12928,0.15,0.15,1513,0.582006350699753,76.22675747889407,0
