applicant_id,ground_truth,bl_decision,bl_matches_ground,bl_stage_1,bl_stage_2,bl_stage_3,bl_stage_4,bl_time,bl_used_prior_context,bl_error
test_00592,0,REJECTED,1,pass,Good,Medium,REJECTED,3.530004719531545,False,False
test_00593,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.5079389025473975,False,False
test_00594,1,APPROVED,1,pass,Good,High,APPROVED,3.3887752798785638,False,False
test_00595,0,REJECTED,1,pass,Good,Medium,REJECTED,3.496676791873001,False,False
test_00596,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4503786050320304,False,False
test_00597,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.499193361577217,False,False
test_00598,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4489031101044434,False,False
test_00599,0,REJECTED,1,pass,Very Good,High,REJECTED,3.3755916328216604,False,False
test_00600,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.463981889337848,False,False
test_00601,0,REJECTED,1,pass,Fair,High,REJECTED,3.448426798479468,False,False
test_00602,0,REJECTED,1,pass,Poor,Very High,REJECTED,3.4535843467282885,False,False
test_00603,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.525780490729174,False,True
test_00604,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.52896740934125,False,False
test_00605,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4407074213531437,False,False
test_00606,0,REJECTED,1,pass,Fair,High,REJECTED,3.4411464082560177,False,False
test_00607,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.453037391774523,False,True
test_00608,1,APPROVED,1,pass,Poor,High,APPROVED,3.4539178556668513,False,False
test_00609,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.5400774288358225,False,False
test_00610,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4798800934754985,False,False
test_00611,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.405491398977589,False,False
test_00612,1,APPROVED,1,pass,Good,Very High,APPROVED,3.456307359390798,False,False
test_00613,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4754447165815963,False,False
test_00614,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.477954344202793,False,False
test_00615,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4670508452476363,False,False
test_00616,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.3855472309243075,False,False
test_00617,0,REJECTED,1,pass,Fair,Low,REJECTED,3.3567186378159017,False,False
test_00618,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4175686104733707,False,False
test_00619,1,REJECTED,0,pass,Fair,Low,REJECTED,3.435504430912051,False,True
test_00620,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.3623608479152174,False,False
test_00621,0,APPROVED,0,pass,Fair,Low,APPROVED,3.512993467603969,False,True
test_00622,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4188154875020547,False,False
test_00623,0,APPROVED,0,pass,Good,High,APPROVED,3.5327265492357007,False,True
test_00624,1,APPROVED,1,pass,Poor,Low,APPROVED,3.380882021568453,False,False
test_00625,0,REJECTED,1,pass,Good,High,REJECTED,3.3613869913874628,False,False
test_00626,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4464632208772645,False,False
test_00627,1,APPROVED,1,pass,Good,Very High,APPROVED,3.3878258673651414,False,False
test_00628,0,REJECTED,1,pass,Good,Medium,REJECTED,3.537479855115572,False,False
test_00629,0,REJECTED,1,pass,Good,High,REJECTED,3.352060679690748,False,False
test_00630,1,APPROVED,1,pass,Excellent,High,APPROVED,3.432523935011807,False,False
test_00631,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.5353495542690334,False,False
test_00632,1,APPROVED,1,pass,Fair,Low,APPROVED,3.426883641345954,False,False
test_00633,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3686218561200922,False,False
test_00634,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4105789885723574,False,False
test_00635,0,REJECTED,1,pass,Poor,High,REJECTED,3.449602078766887,False,False
test_00636,1,REJECTED,0,pass,Very Good,High,REJECTED,3.3870303374686666,False,True
test_00637,0,REJECTED,1,pass,Good,Medium,REJECTED,3.443312341028652,False,False
test_00638,0,REJECTED,1,pass,Fair,High,REJECTED,3.5172686391571673,False,False
test_00639,0,APPROVED,0,pass,Fair,High,APPROVED,3.5245235940393225,False,True
test_00640,0,REJECTED,1,pass,Poor,High,REJECTED,3.3598521469421465,False,False
test_00641,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3821806716105147,False,False
test_00642,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.405058027153361,False,True
test_00643,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.46897317017752,False,False
test_00644,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.422198951758493,False,False
test_00645,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.518808182689215,False,True
test_00646,1,REJECTED,0,pass,Good,Medium,REJECTED,3.4933343736565874,False,True
test_00647,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.370091204622702,False,False
test_00648,1,APPROVED,1,pass,Fair,High,APPROVED,3.4749115005024183,False,False
test_00649,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3726025250693956,False,False
test_00650,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4010071339272923,False,False
test_00651,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3855741267068455,False,False
test_00652,1,APPROVED,1,pass,Good,Low,APPROVED,3.3846123898401412,False,False
test_00653,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.4732791049553717,False,True
test_00654,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.4627209845108324,False,True
test_00655,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3852056305575453,False,False
test_00656,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.548034561083686,False,False
test_00657,0,REJECTED,1,pass,Good,Low,REJECTED,3.4343673464736586,False,False
test_00658,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3694138656309875,False,False
test_00659,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.374113803391023,False,False
test_00660,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4667787427453187,False,False
test_00661,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5458138806766946,False,False
test_00662,1,REJECTED,0,pass,Good,Low,REJECTED,3.4643902203238395,False,True
test_00663,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.5398082953233274,False,False
test_00664,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.438826570151605,False,False
test_00665,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.437168220730402,False,False
test_00666,0,REJECTED,1,pass,Excellent,High,REJECTED,3.4500014718631764,False,False
test_00667,0,APPROVED,0,pass,Fair,Low,APPROVED,3.489485091631111,False,True
test_00668,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4235231932902663,False,False
test_00669,0,REJECTED,1,pass,Good,High,REJECTED,3.522777206535791,False,False
test_00670,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.3558562769536295,False,False
test_00671,1,APPROVED,1,pass,Fair,Low,APPROVED,3.4379528390056886,False,False
test_00672,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.4521983699959837,False,True
test_00673,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.471406447652619,False,False
test_00674,0,REJECTED,1,pass,Good,Low,REJECTED,3.4052143824731727,False,False
test_00675,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4354959941971672,False,False
test_00676,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4469075500428112,False,False
test_00677,0,REJECTED,1,pass,Poor,High,REJECTED,3.4873819957366425,False,False
test_00678,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5047088369471626,False,False
test_00679,1,APPROVED,1,pass,Good,Low,APPROVED,3.497565465468757,False,False
test_00680,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.418316610457917,False,True
test_00681,0,REJECTED,1,pass,Very Good,High,REJECTED,3.5498901045983926,False,False
test_00682,0,REJECTED,1,pass,Poor,Low,REJECTED,3.5197330623574357,False,False
test_00683,1,REJECTED,0,pass,Very Good,High,REJECTED,3.402004674628994,False,True
test_00684,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3890211611345658,False,False
test_00685,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.412804250116678,False,False
test_00686,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.440468970599929,False,False
test_00687,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.5201598756639227,False,False
test_00688,1,APPROVED,1,pass,Good,Low,APPROVED,3.505672452758907,False,False
test_00689,0,REJECTED,1,pass,Poor,Low,REJECTED,3.520249224701175,False,False
test_00690,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4043914229820658,False,False
test_00691,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4686922444903674,False,False
test_00692,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4066498124554747,False,False
test_00693,0,REJECTED,1,pass,Good,Low,REJECTED,3.3718046321438986,False,False
test_00694,0,REJECTED,1,pass,Good,Medium,REJECTED,3.486839548694936,False,False
test_00695,1,APPROVED,1,pass,Fair,High,APPROVED,3.3785995102390878,False,False
test_00696,0,REJECTED,1,pass,Good,Very High,REJECTED,3.483539552341294,False,False
test_00697,1,APPROVED,1,pass,Good,Medium,APPROVED,3.479592860981082,False,False
test_00698,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.512049688884803,False,False
test_00699,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.3779109209127127,False,False
test_00700,1,REJECTED,0,pass,Very Good,Very High,REJECTED,3.506696029701762,False,True
test_00701,0,REJECTED,1,pass,Excellent,High,REJECTED,3.549855305189247,False,False
test_00702,0,REJECTED,1,pass,Good,Medium,REJECTED,3.5202084897171804,False,False
test_00703,0,REJECTED,1,pass,Good,Low,REJECTED,3.500362415265533,False,False
test_00704,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4824330709389413,False,False
test_00705,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4343562969370858,False,False
test_00706,0,APPROVED,0,pass,Fair,High,APPROVED,3.4961000335783203,False,True
test_00707,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.4948356070280906,False,True
test_00708,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4762996565374578,False,False
test_00709,1,APPROVED,1,pass,Good,High,APPROVED,3.5092556756595656,False,False
test_00710,1,APPROVED,1,pass,Good,High,APPROVED,3.4397527776853667,False,False
test_00711,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3742505424264784,False,False
test_00712,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4618135455218475,False,False
test_00713,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.4030087057422684,False,True
test_00714,0,APPROVED,0,pass,Good,Very High,APPROVED,3.42688661948583,False,True
test_00715,1,REJECTED,0,pass,Very Good,High,REJECTED,3.3534829807882454,False,True
test_00716,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4265581175835766,False,False
test_00717,1,APPROVED,1,pass,Poor,High,APPROVED,3.5117602212270906,False,False
test_00718,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4585444733876507,False,False
test_00719,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.3519601053867945,False,False
test_00720,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4439687640479693,False,False
test_00721,0,REJECTED,1,pass,Excellent,High,REJECTED,3.4082903295290814,False,False
test_00722,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.445510131079434,False,False
test_00723,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4309385442895755,False,False
test_00724,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.536395843911476,False,False
test_00725,1,REJECTED,0,pass,Excellent,High,REJECTED,3.358235459792603,False,True
test_00726,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.486717602256386,False,False
test_00727,1,APPROVED,1,pass,Fair,Low,APPROVED,3.520205319260348,False,False
test_00728,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.541847716930095,False,False
test_00729,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.385527245308859,False,False
test_00730,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4562609603932386,False,False
test_00731,1,APPROVED,1,pass,Excellent,High,APPROVED,3.3587179154634423,False,False
test_00732,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4498367048910175,False,False
test_00733,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.3750916179081965,False,False
test_00734,0,APPROVED,0,pass,Good,Medium,APPROVED,3.5175793349397426,False,True
test_00735,1,REJECTED,0,pass,Excellent,Very High,REJECTED,3.372774000521073,False,True
test_00736,0,REJECTED,1,pass,Good,Medium,REJECTED,3.452657672077299,False,False
test_00737,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4542192137985506,False,False
test_00738,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.544330099586321,False,True
test_00739,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4809961388077775,False,False
test_00740,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4075680586153605,False,False
test_00741,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.3981598619876277,False,True
test_00742,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.375649641129013,False,False
test_00743,1,REJECTED,0,pass,Poor,Low,REJECTED,3.5013029448098116,False,True
test_00744,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.488151331236468,False,False
test_00745,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.471975425461621,False,False
test_00746,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.3581680885899976,False,True
test_00747,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.502565773278859,False,False
test_00748,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.478377515429696,False,True
test_00749,1,APPROVED,1,pass,Fair,Low,APPROVED,3.5427777736220976,False,False
test_00750,0,APPROVED,0,pass,Very Good,High,APPROVED,3.4674404259753624,False,True
test_00751,1,APPROVED,1,pass,Good,Low,APPROVED,3.4107903813323417,False,False
test_00752,1,APPROVED,1,pass,Good,Medium,APPROVED,3.426304110437864,False,False
test_00753,0,REJECTED,1,pass,Good,Low,REJECTED,3.3851681410756465,False,False
test_00754,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.494582836440277,False,False
test_00755,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.491544332004345,False,False
test_00756,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.3901300030955355,False,False
test_00757,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.3816978646364557,False,True
test_00758,1,APPROVED,1,pass,Good,Low,APPROVED,3.365400986640439,False,False
test_00759,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.5323951487363514,False,False
test_00760,0,REJECTED,1,pass,Good,Low,REJECTED,3.39661396673897,False,False
test_00761,0,APPROVED,0,pass,Poor,High,APPROVED,3.418832705350361,False,True
test_00762,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.406100901675498,False,False
test_00763,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4327249205221584,False,False
test_00764,0,APPROVED,0,pass,Good,Low,APPROVED,3.4928097598764967,False,True
test_00765,1,APPROVED,1,pass,Poor,High,APPROVED,3.5241191267452567,False,False
test_00766,1,APPROVED,1,pass,Fair,High,APPROVED,3.386519749905708,False,False
test_00767,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.487282468748233,False,False
test_00768,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.420512428448497,False,False
test_00769,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.5461054336594584,False,False
test_00770,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.4097838318568154,False,True
test_00771,1,REJECTED,0,pass,Good,Medium,REJECTED,3.351438591201572,False,True
test_00772,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.453127994803969,False,False
test_00773,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.3801462168551875,False,False
test_00774,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.35889888536368,False,False
test_00775,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4896538463895417,False,False
test_00776,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4964518565016913,False,False
test_00777,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.4421398026233003,False,True
test_00778,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4853771033513152,False,False
test_00779,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4576478896494267,False,False
test_00780,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.475960221544386,False,False
test_00781,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.469340794637592,False,False
test_00782,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4831645528111186,False,False
test_00783,0,REJECTED,1,pass,Very Good,High,REJECTED,3.389926129734634,False,False
test_00784,0,REJECTED,1,pass,Good,Medium,REJECTED,3.40374132400734,False,False
test_00785,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4379926299015384,False,False
test_00786,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4392256018838374,False,False
test_00787,0,REJECTED,1,pass,Poor,High,REJECTED,3.504882342317381,False,False
test_00788,0,APPROVED,0,pass,Good,Low,APPROVED,3.4234787318459063,False,True
test_00789,1,REJECTED,0,pass,Very Good,High,REJECTED,3.3825010312118367,False,True
test_00790,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4002931940982153,False,False
test_00791,1,APPROVED,1,pass,Poor,Low,APPROVED,3.3929467004768457,False,False
test_00792,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.4963320038512045,False,True
test_00793,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4440679229251963,False,False
test_00794,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4917261395941965,False,False
test_00795,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4332439361515252,False,False
test_00796,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.527947120500781,False,False
test_00797,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.546704061544547,False,False
test_00798,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.4839685017405224,False,False
test_00799,1,REJECTED,0,pass,Good,Medium,REJECTED,3.522762511447244,False,True
test_00800,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4515866534344126,False,False
test_00801,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5369241680707812,False,False
test_00802,1,REJECTED,0,pass,Poor,Medium,REJECTED,3.5163172971345653,False,True
test_00803,1,REJECTED,0,pass,Very Good,Very High,REJECTED,3.5483557143532076,False,True
test_00804,0,APPROVED,0,pass,Fair,High,APPROVED,3.474618747065556,False,True
test_00805,1,REJECTED,0,pass,Good,High,REJECTED,3.5058413480536457,False,True
test_00806,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4585736279956425,False,False
test_00807,1,REJECTED,0,pass,Poor,High,REJECTED,3.4018240208542845,False,True
test_00808,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.4209510342259515,False,False
test_00809,0,REJECTED,1,pass,Fair,Low,REJECTED,3.5288010829462633,False,False
test_00810,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.361189589319724,False,False
test_00811,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4682959772148814,False,False
test_00812,0,APPROVED,0,pass,Excellent,High,APPROVED,3.4244968065008217,False,True
test_00813,1,APPROVED,1,pass,Good,Medium,APPROVED,3.427338507601111,False,False
test_00814,1,APPROVED,1,pass,Fair,High,APPROVED,3.5269142412827534,False,False
test_00815,1,APPROVED,1,pass,Poor,High,APPROVED,3.520764474909245,False,False
test_00816,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4697684751144937,False,False
test_00817,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4045837694808667,False,False
test_00818,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.445091269232405,False,False
test_00819,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.4316586787578434,False,True
test_00820,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4207236058404993,False,False
test_00821,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.3705571157114593,False,False
test_00822,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.4586227773430642,False,False
test_00823,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.410366259574897,False,False
test_00824,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4821615885855057,False,False
test_00825,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.413840787165106,False,False
test_00826,0,REJECTED,1,pass,Good,High,REJECTED,3.4362326986269602,False,False
test_00827,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3604720748388814,False,False
test_00828,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.548507613981095,False,False
test_00829,0,REJECTED,1,pass,Good,Medium,REJECTED,3.451522076655035,False,False
test_00830,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.354847518832835,False,False
test_00831,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4582461317522286,False,False
test_00832,0,REJECTED,1,pass,Good,High,REJECTED,3.52407079986113,False,False
test_00833,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.5045104268532405,False,True
test_00834,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4901813368258905,False,False
test_00835,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.377892930919807,False,False
test_00836,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.481547415797494,False,False
test_00837,0,REJECTED,1,pass,Good,Medium,REJECTED,3.503259675602452,False,False
test_00838,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.464483812793099,False,False
test_00839,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.52854980090407,False,True
test_00840,0,APPROVED,0,pass,Poor,Medium,APPROVED,3.405397956356977,False,True
test_00841,1,REJECTED,0,pass,Poor,Very High,REJECTED,3.3984289399478502,False,True
test_00842,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.523913948988529,False,True
test_00843,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.47507964859829,False,False
test_00844,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3502894441042,False,False
test_00845,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4206262817022104,False,False
test_00846,0,APPROVED,0,pass,Poor,Very High,APPROVED,3.5215711971629347,False,True
test_00847,1,APPROVED,1,pass,Excellent,High,APPROVED,3.355463902328349,False,False
test_00848,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.350649585652302,False,False
test_00849,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.406251858105026,False,False
test_00850,0,APPROVED,0,pass,Poor,Very High,APPROVED,3.5328000074018555,False,True
test_00851,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.5302955162940033,False,False
test_00852,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4537523891603015,False,False
test_00853,1,REJECTED,0,pass,Very Good,High,REJECTED,3.4606473742279245,False,True
test_00854,0,REJECTED,1,pass,Good,Medium,REJECTED,3.416401602263438,False,False
test_00855,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.398747332405562,False,True
test_00856,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.5130443708424237,False,False
test_00857,0,REJECTED,1,pass,Poor,Low,REJECTED,3.371258972099928,False,False
test_00858,1,REJECTED,0,pass,Poor,Medium,REJECTED,3.447470874175727,False,True
test_00859,0,REJECTED,1,pass,Fair,High,REJECTED,3.476879451899417,False,False
test_00860,1,APPROVED,1,pass,Good,Medium,APPROVED,3.370736058074206,False,False
test_00861,0,REJECTED,1,pass,Fair,High,REJECTED,3.453921419094469,False,False
test_00862,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.4655042575824884,False,False
test_00863,0,REJECTED,1,pass,Very Good,High,REJECTED,3.498499212101473,False,False
test_00864,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3969672098295067,False,False
test_00865,1,APPROVED,1,pass,Good,High,APPROVED,3.408665500658152,False,False
test_00866,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.4639042293266065,False,True
test_00867,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.546625281996323,False,False
test_00868,1,APPROVED,1,pass,Good,High,APPROVED,3.393498636564023,False,False
test_00869,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5471807654246925,False,False
test_00870,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.492868506610896,False,False
test_00871,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.5152164139260047,False,True
test_00872,1,APPROVED,1,pass,Very Good,High,APPROVED,3.367928253647268,False,False
test_00873,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.4100840374861265,False,True
test_00874,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.3615472559301964,False,False
test_00875,0,REJECTED,1,pass,Good,Low,REJECTED,3.4243093990006352,False,False
test_00876,1,APPROVED,1,pass,Good,Low,APPROVED,3.54625793198401,False,False
test_00877,1,APPROVED,1,pass,Good,Medium,APPROVED,3.371054612441268,False,False
test_00878,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.46247455647424,False,False
test_00879,0,REJECTED,1,pass,Fair,Low,REJECTED,3.3512141245627625,False,False
test_00880,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4925365632088123,False,False
test_00881,1,REJECTED,0,pass,Good,Medium,REJECTED,3.3894385384744083,False,True
test_00882,0,REJECTED,1,pass,Fair,Low,REJECTED,3.3759169074249527,False,False
test_00883,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4174035624321575,False,False
test_00884,1,APPROVED,1,pass,Excellent,High,APPROVED,3.5042088595877963,False,False
test_00885,0,REJECTED,1,pass,Fair,High,REJECTED,3.3713226172622424,False,False
test_00886,1,REJECTED,0,pass,Very Good,High,REJECTED,3.395967799159739,False,True
test_00887,0,REJECTED,1,pass,Good,High,REJECTED,3.351692884323462,False,False
test_00888,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5436829725391235,False,False
test_00889,0,REJECTED,1,pass,Good,Low,REJECTED,3.4684291199977726,False,False
test_00890,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4939799272769396,False,False
test_00891,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4802766342312026,False,False
test_00892,1,APPROVED,1,pass,Good,Very High,APPROVED,3.378872911773935,False,False
test_00893,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.4689879877987986,False,True
test_00894,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3762831190282525,False,False
test_00895,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4302472907926256,False,False
test_00896,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4637926271850583,False,False
test_00897,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.461776222820431,False,False
test_00898,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.3738146851965483,False,True
test_00899,0,APPROVED,0,pass,Poor,Very High,APPROVED,3.3568871939293046,False,True
test_00900,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.509646862774763,False,False
test_00901,0,REJECTED,1,pass,Good,Very High,REJECTED,3.495184487399201,False,False
test_00902,0,REJECTED,1,pass,Excellent,High,REJECTED,3.366363780912948,False,False
test_00903,1,APPROVED,1,pass,Very Good,High,APPROVED,3.3754831037603106,False,False
test_00904,0,REJECTED,1,pass,Poor,High,REJECTED,3.528516755277924,False,False
test_00905,1,REJECTED,0,pass,Very Good,High,REJECTED,3.5038257803243558,False,True
test_00906,1,APPROVED,1,pass,Poor,High,APPROVED,3.5492320592433346,False,False
